latitude,longitude,elevation,datetime,temp,vp,rh,tmin,tmax,trange,precip,windSpd
1.77157,-78.84153,10,2004-07-01T00:00:00Z,25,26.1,82.4,20.4,29.6,9.2,2801,0.19
1.77157,-78.84153,10,2004-08-01T00:00:00Z,25.4,27.2,83.8,21.2,29.6,8.4,1300,0.25
1.77157,-78.84153,10,2004-09-01T00:00:00Z,24.7,26.7,85.8,20.2,29.2,9,2595,0.47
1.77157,-78.84153,10,2004-10-01T00:00:00Z,26,27.7,82.4,21.8,30.2,8.4,3500,0.39
1.77157,-78.84153,10,2004-11-01T00:00:00Z,24.9,27.6,87.6,21,28.8,7.8,2648,0.09
1.77157,-78.84153,10,2004-12-01T00:00:00Z,25.6,28,85.3,21.7,29.5,7.8,2917,0.32
1.77157,-78.84153,10,2005-01-01T00:00:00Z,25.4,28.2,86.9,21.3,29.6,8.3,2576,0.49
1.77157,-78.84153,10,2005-02-01T00:00:00Z,26,30.3,90.1,22.9,29.1,6.2,3541,0.96
1.77157,-78.84153,10,2005-03-01T00:00:00Z,25.8,30.1,90.6,23.1,28.5,5.4,2013,0.07
1.77157,-78.84153,10,2005-04-01T00:00:00Z,26.6,30.1,86.4,22.9,30.3,7.4,2805,0.08
1.77157,-78.84153,10,2005-05-01T00:00:00Z,25.7,28.5,86.3,21.5,29.9,8.4,4069,0.15
1.77157,-78.84153,10,2005-06-01T00:00:00Z,25.3,28.2,87.4,21.6,29,7.4,1731,0.49
1.77157,-78.84153,10,2005-07-01T00:00:00Z,25.6,28.2,85.9,21,30.2,9.2,2677,0.47
1.77157,-78.84153,10,2005-08-01T00:00:00Z,25.3,26.7,82.8,20.7,30,9.3,2148,0.59
1.77157,-78.84153,10,2005-09-01T00:00:00Z,25.1,26.8,84.1,20.6,29.6,9,2238,1.14
1.77157,-78.84153,10,2005-10-01T00:00:00Z,24.5,27.7,90.1,21.4,27.6,6.2,3319,0.8
1.77157,-78.84153,10,2005-11-01T00:00:00Z,24.3,26.5,87.2,20.4,28.2,7.8,2783,1.62
1.77157,-78.84153,10,2005-12-01T00:00:00Z,24.5,27.2,88.4,20.6,28.4,7.8,2835,1.99
1.77157,-78.84153,10,2006-01-01T00:00:00Z,25.1,28.1,88.1,21,29.3,8.3,4334,1.59
1.77157,-78.84153,10,2006-02-01T00:00:00Z,25.6,27.9,84.9,21.3,30,8.7,3470,0
1.77157,-78.84153,10,2006-03-01T00:00:00Z,25.7,28.9,87.5,22.6,28.9,6.3,3340,1.35
1.77157,-78.84153,10,2006-04-01T00:00:00Z,25.8,29.3,88.2,22.2,29.5,7.3,4317,1.58
1.77157,-78.84153,10,2006-05-01T00:00:00Z,25.7,29,87.8,22.2,29.3,7.1,4779,0.15
1.77157,-78.84153,10,2006-06-01T00:00:00Z,25.7,28.5,86.3,21.9,29.5,7.6,4550,0.07
1.77157,-78.84153,10,2006-07-01T00:00:00Z,25.9,28.7,85.8,22.5,29.3,6.8,2225,0.62
1.77157,-78.84153,10,2006-08-01T00:00:00Z,25.6,27.2,82.8,21.3,29.9,8.6,1834,0.86
1.77157,-78.84153,10,2006-09-01T00:00:00Z,25.4,27.4,84.4,20.9,29.9,9,1714,0.97
1.77157,-78.84153,10,2006-10-01T00:00:00Z,25.5,28.5,87.3,22.2,28.8,6.6,2479,1.03
1.77157,-78.84153,10,2006-11-01T00:00:00Z,25,26.8,84.6,21,29,8,2824,1.27
1.77157,-78.84153,10,2006-12-01T00:00:00Z,25.3,27.9,86.5,21.4,29.3,7.9,3606,0.07
1.77157,-78.84153,10,2007-01-01T00:00:00Z,26.2,28.2,82.9,22.1,30.4,8.3,3535,0.94
1.77157,-78.84153,10,2007-02-01T00:00:00Z,26.1,28.3,83.7,21.8,30.4,8.6,2610,0.22
1.77157,-78.84153,10,2007-03-01T00:00:00Z,26,28.9,85.9,22.7,29.4,6.7,2378,1.6
1.77157,-78.84153,10,2007-04-01T00:00:00Z,25.8,29.2,87.9,21.8,29.8,8,3428,0.69
1.77157,-78.84153,10,2007-05-01T00:00:00Z,25.5,28.7,87.9,21.9,29.1,7.2,3808,0.22
1.77157,-78.84153,10,2007-06-01T00:00:00Z,24.9,28.1,89.2,21.2,28.7,7.5,2097,0.04
1.77157,-78.84153,10,2007-07-01T00:00:00Z,25.2,27.4,85.4,20.6,29.8,9.2,2636,0.62
1.77157,-78.84153,10,2007-08-01T00:00:00Z,24.5,25.3,82.3,19.9,29.2,9.3,4628,0.67
1.77157,-78.84153,10,2007-09-01T00:00:00Z,25,26.7,84.2,20.5,29.5,9,3000,1.2
1.77157,-78.84153,10,2007-10-01T00:00:00Z,24.2,26.8,88.7,20.8,27.7,6.9,3271,0
1.77157,-78.84153,10,2007-11-01T00:00:00Z,24.3,25.7,84.6,20.4,28.3,7.9,3038,1.51
1.77157,-78.84153,10,2007-12-01T00:00:00Z,24.2,26.8,88.7,20.3,28.1,7.8,3008,0.83
1.77157,-78.84153,10,2008-01-01T00:00:00Z,25.1,27.7,86.9,21.3,28.9,7.6,4574,1.21
1.77157,-78.84153,10,2008-02-01T00:00:00Z,25.3,27.4,84.9,21.2,29.5,8.3,3453,0.9
1.77157,-78.84153,10,2008-03-01T00:00:00Z,25.6,27.6,84,21.6,29.6,8,2361,1.02
1.77157,-78.84153,10,2008-04-01T00:00:00Z,25.6,27.3,83.1,21.2,30.1,8.9,3958,1.29
1.77157,-78.84153,10,2008-05-01T00:00:00Z,25.1,27.4,85.9,21.1,29.1,8,6412,0.67
1.77157,-78.84153,10,2008-06-01T00:00:00Z,25.1,27.8,87.2,21.1,29.1,8,5762,0.98
1.77157,-78.84153,10,2008-07-01T00:00:00Z,25.1,27.8,87.2,20.7,29.5,8.8,3623,1.33
1.77157,-78.84153,10,2008-08-01T00:00:00Z,24.9,25.4,80.6,20.3,29.6,9.3,4063,1.2
1.77157,-78.84153,10,2008-09-01T00:00:00Z,25.1,27.5,86.3,20.8,29.4,8.6,1571,0.19
1.77157,-78.84153,10,2008-10-01T00:00:00Z,25.1,27.3,85.6,21.1,29.1,8,2027,0.31
1.77157,-78.84153,10,2008-11-01T00:00:00Z,24.8,26.8,85.6,21.3,28.4,7.1,2854,1.86
1.77157,-78.84153,10,2008-12-01T00:00:00Z,24.8,27.2,86.9,21.4,28.2,6.8,3619,1.97
1.77157,-78.84153,10,2009-01-01T00:00:00Z,25.1,27.3,85.6,21.3,28.9,7.6,4190,0.59
1.77157,-78.84153,10,2009-02-01T00:00:00Z,25.7,27.3,82.6,21.4,30.1,8.7,3594,2.09
1.77157,-78.84153,10,2009-03-01T00:00:00Z,25,27.3,86.1,21.3,28.7,7.4,3241,0.91
1.77157,-78.84153,10,2009-04-01T00:00:00Z,26.8,29.3,83.1,22.5,31.2,8.7,1440,0.52
1.77157,-78.84153,10,2009-05-01T00:00:00Z,26.6,28.8,82.7,22.5,30.7,8.2,2452,1.21
1.77157,-78.84153,10,2009-06-01T00:00:00Z,26.3,28.4,83,22.2,30.5,8.3,2699,0.11
1.77157,-78.84153,10,2009-07-01T00:00:00Z,26.7,27.9,79.6,22.1,31.3,9.2,784,0.21
1.77157,-78.84153,10,2009-08-01T00:00:00Z,26.8,27.3,77.4,22.1,31.5,9.4,1472,0.37
1.77157,-78.84153,10,2009-09-01T00:00:00Z,26.7,28.1,80.2,22.2,31.3,9.1,2095,0.18
1.77157,-78.84153,10,2009-10-01T00:00:00Z,26.3,27.7,80.9,21.8,30.8,9,2302,0.01
1.77157,-78.84153,10,2009-11-01T00:00:00Z,26.1,27.7,81.9,22.1,30.2,8.1,2255,0.82
1.77157,-78.84153,10,2009-12-01T00:00:00Z,26.2,28,82.3,22,30.5,8.5,2404,0.02
1.27157,-78.34153,235,2000-01-01T00:00:00Z,24.9,25.6,81.3,20.4,29.4,9,2745,0.39
1.27157,-78.34153,235,2000-02-01T00:00:00Z,25.2,25.9,80.8,20.6,29.8,9.2,5186,0.77
1.27157,-78.34153,235,2000-03-01T00:00:00Z,25.5,26.2,80.2,20.9,30.1,9.2,2201,1
1.27157,-78.34153,235,2000-04-01T00:00:00Z,25.8,26.6,80,21.2,30.4,9.2,2955,1.04
1.27157,-78.34153,235,2000-05-01T00:00:00Z,25.1,26.2,82.2,20.7,29.6,8.9,6773,0.57
1.27157,-78.34153,235,2000-06-01T00:00:00Z,25,26.3,83,20.5,29.6,9.1,2086,0.1
1.27157,-78.34153,235,2000-07-01T00:00:00Z,24.6,24.6,79.5,19.9,29.3,9.4,2804,0.34
1.27157,-78.34153,235,2000-08-01T00:00:00Z,25.3,26.7,82.8,20.7,30,9.3,848,0.17
1.27157,-78.34153,235,2000-09-01T00:00:00Z,24.8,24.5,78.2,20.2,29.4,9.2,1465,0.56
1.27157,-78.34153,235,2000-10-01T00:00:00Z,25.8,27.2,81.8,21.4,30.2,8.8,1016,1.37
1.27157,-78.34153,235,2000-11-01T00:00:00Z,25.3,27.5,85.2,21,29.7,8.7,1103,1.11
1.27157,-78.34153,235,2000-12-01T00:00:00Z,25.4,26.9,82.9,21,29.9,8.9,2407,1.19
1.27157,-78.34153,235,2001-01-01T00:00:00Z,25.7,26,78.7,21.2,30.2,9,2165,0.67
1.27157,-78.34153,235,2001-02-01T00:00:00Z,26.6,27.3,78.3,22,31.2,9.2,2936,1.13
1.27157,-78.34153,235,2001-03-01T00:00:00Z,25.6,26.2,79.8,21,30.2,9.2,4357,1.14
1.27157,-78.34153,235,2001-04-01T00:00:00Z,26.3,27.9,81.5,21.7,30.9,9.2,2292,0.78
1.27157,-78.34153,235,2001-05-01T00:00:00Z,25.3,26.8,83.1,20.9,29.8,8.9,4399,0.12
1.27157,-78.34153,235,2001-06-01T00:00:00Z,25,25.9,81.7,20.5,29.6,9.1,3799,0.49
1.27157,-78.34153,235,2001-07-01T00:00:00Z,25.1,26.3,82.5,20.4,29.8,9.4,1864,0.55
1.27157,-78.34153,235,2001-08-01T00:00:00Z,25.9,26,77.8,21.3,30.6,9.3,784,0.22
1.27157,-78.34153,235,2001-09-01T00:00:00Z,25,25.5,80.5,20.4,29.6,9.2,1893,0.31
1.27157,-78.34153,235,2001-10-01T00:00:00Z,25.8,27.1,81.5,21.4,30.2,8.8,1477,1.05
1.27157,-78.34153,235,2001-11-01T00:00:00Z,25.5,26.8,82.1,21.2,29.9,8.7,2086,1
1.27157,-78.34153,235,2001-12-01T00:00:00Z,25.5,27.6,84.5,21.1,30,8.9,2881,0.81
1.27157,-78.34153,235,2002-01-01T00:00:00Z,25.7,27.4,82.9,21.2,30.2,9,1929,0.49
1.27157,-78.34153,235,2002-02-01T00:00:00Z,26.4,27.7,80.4,21.8,31,9.2,2266,0.16
1.27157,-78.34153,235,2002-03-01T00:00:00Z,26.3,27.2,79.5,21.7,30.9,9.2,4386,0.31
1.27157,-78.34153,235,2002-04-01T00:00:00Z,26.3,28.5,83.3,21.7,30.9,9.2,4334,0.12
1.27157,-78.34153,235,2002-05-01T00:00:00Z,26.2,28.2,82.9,21.8,30.7,8.9,4949,0.33
1.27157,-78.34153,235,2002-06-01T00:00:00Z,25.1,26.6,83.4,20.6,29.7,9.1,5179,0.15
1.27157,-78.34153,235,2002-07-01T00:00:00Z,25.4,26.4,81.3,20.7,30.1,9.4,2060,0.47
1.27157,-78.34153,235,2002-08-01T00:00:00Z,25.5,26.4,80.9,21.3,29.7,8.4,2302,0.14
1.27157,-78.34153,235,2002-09-01T00:00:00Z,25.5,26.5,81.2,20.9,30.1,9.2,2652,0.02
1.27157,-78.34153,235,2002-10-01T00:00:00Z,25.8,27.8,83.6,22.4,29.3,6.9,1620,0.13
1.27157,-78.34153,235,2002-11-01T00:00:00Z,26.1,28.1,83.1,22.8,29.4,6.6,1725,0.3
1.27157,-78.34153,235,2002-12-01T00:00:00Z,26.2,29.1,85.5,22.8,29.6,6.8,2353,0.22
1.27157,-78.34153,235,2003-01-01T00:00:00Z,26.2,27.6,81.1,21.8,30.6,8.8,2090,0.04
1.27157,-78.34153,235,2003-02-01T00:00:00Z,26.3,27.9,81.5,21.7,30.9,9.2,2690,0.01
1.27157,-78.34153,235,2003-03-01T00:00:00Z,26.1,28.3,83.7,22.2,30.1,7.9,2098,0.06
1.27157,-78.34153,235,2003-04-01T00:00:00Z,26.1,28.4,83.9,22,30.2,8.2,4013,0.07
1.27157,-78.34153,235,2003-05-01T00:00:00Z,25.9,27.8,83.2,21.5,30.4,8.9,2065,0.15
1.27157,-78.34153,235,2003-06-01T00:00:00Z,25,26.2,82.7,20.5,29.5,9,2929,1.19
1.27157,-78.34153,235,2003-07-01T00:00:00Z,25.2,26.8,83.6,20.6,29.8,9.2,1077,1.18
1.27157,-78.34153,235,2003-08-01T00:00:00Z,25.2,25.2,78.6,20.6,29.9,9.3,2175,0.14
1.27157,-78.34153,235,2003-09-01T00:00:00Z,25.4,26.5,81.6,21.5,29.4,7.9,2204,0.31
1.27157,-78.34153,235,2003-10-01T00:00:00Z,25.6,27.2,82.8,22.1,29.2,7.1,2284,0.86
1.27157,-78.34153,235,2003-11-01T00:00:00Z,25.2,27.8,86.7,21,29.4,8.4,2109,0.85
1.27157,-78.34153,235,2003-12-01T00:00:00Z,25.5,27.7,84.8,21.1,29.9,8.8,2236,0.3
1.27157,-78.34153,235,2004-01-01T00:00:00Z,25.3,28.6,88.6,22.4,28.3,5.9,3451,0.61
1.27157,-78.34153,235,2004-02-01T00:00:00Z,26.2,28.5,83.7,22.8,29.6,6.8,2749,0.05
1.27157,-78.34153,235,2004-03-01T00:00:00Z,26.7,30.6,87.3,23.9,29.6,5.7,1672,0.46
1.27157,-78.34153,235,2004-04-01T00:00:00Z,26.1,28.5,84.2,22.3,29.9,7.6,4663,0.34
1.27157,-78.34153,235,2004-05-01T00:00:00Z,25.3,26.9,83.4,20.9,29.8,8.9,2509,0.88
1.27157,-78.34153,235,2004-06-01T00:00:00Z,25.2,27.2,84.8,21.3,29.2,7.9,2014,0.54
1.27157,-78.34153,235,2004-07-01T00:00:00Z,24.7,24.6,79,20,29.4,9.4,2032,0.23
1.27157,-78.34153,235,2004-08-01T00:00:00Z,25.4,26.1,80.4,21.3,29.6,8.3,1037,0.2
1.27157,-78.34153,235,2004-09-01T00:00:00Z,24.9,25.7,81.6,20.3,29.5,9.2,2107,0.42
1.27157,-78.34153,235,2004-10-01T00:00:00Z,26.3,27.2,79.5,21.9,30.7,8.8,2420,0.12
1.27157,-78.34153,235,2004-11-01T00:00:00Z,25.4,27.4,84.4,21.2,29.7,8.5,2171,0.22
1.27157,-78.34153,235,2004-12-01T00:00:00Z,26,27.7,82.4,21.7,30.3,8.6,2606,0.1
1.27157,-78.34153,235,2005-01-01T00:00:00Z,25.5,27.7,84.8,21.1,29.9,8.8,2698,0.58
1.27157,-78.34153,235,2005-02-01T00:00:00Z,26.2,29.5,86.7,22.9,29.5,6.6,2958,0.69
1.27157,-78.34153,235,2005-03-01T00:00:00Z,25.8,29.4,88.5,23.1,28.6,5.5,2132,0.07
1.27157,-78.34153,235,2005-04-01T00:00:00Z,26.5,29.1,84,22.7,30.3,7.6,3642,0.04
1.27157,-78.34153,235,2005-05-01T00:00:00Z,25.5,27.9,85.5,21.1,30,8.9,2509,0.23
1.27157,-78.34153,235,2005-06-01T00:00:00Z,25.3,27.2,84.3,21.4,29.2,7.8,2353,0.28
1.27157,-78.34153,235,2005-07-01T00:00:00Z,25.4,26.9,82.9,20.7,30.1,9.4,1138,0.47
1.27157,-78.34153,235,2005-08-01T00:00:00Z,25.4,25.7,79.2,20.8,30.1,9.3,1720,0.4
1.27157,-78.34153,235,2005-09-01T00:00:00Z,25.3,25.7,79.7,20.7,29.9,9.2,1815,0.79
1.27157,-78.34153,235,2005-10-01T00:00:00Z,24.8,27.2,86.9,21.6,28.1,6.5,2513,0.99
1.27157,-78.34153,235,2005-11-01T00:00:00Z,24.8,26.3,84,20.6,29.1,8.5,1903,1.25
1.27157,-78.34153,235,2005-12-01T00:00:00Z,24.7,26.9,86.4,20.4,29,8.6,2817,1.7
1.27157,-78.34153,235,2006-01-01T00:00:00Z,25.2,27.5,85.7,20.8,29.6,8.8,4849,0.97
1.27157,-78.34153,235,2006-02-01T00:00:00Z,25.7,27.2,82.3,21.1,30.3,9.2,3466,0.15
1.27157,-78.34153,235,2006-03-01T00:00:00Z,25.7,28.2,85.4,22.5,29,6.5,4711,1.01
1.27157,-78.34153,235,2006-04-01T00:00:00Z,25.8,28.5,85.8,22.1,29.6,7.5,4221,1.18
1.27157,-78.34153,235,2006-05-01T00:00:00Z,25.5,27.9,85.5,21.8,29.3,7.5,1819,0.14
1.27157,-78.34153,235,2006-06-01T00:00:00Z,25.6,27.3,83.1,21.6,29.7,8.1,3434,0.02
1.27157,-78.34153,235,2006-07-01T00:00:00Z,25.7,27.2,82.3,22.3,29.1,6.8,1892,0.32
1.27157,-78.34153,235,2006-08-01T00:00:00Z,25.6,26.1,79.5,21.3,29.9,8.6,1467,0.44
1.27157,-78.34153,235,2006-09-01T00:00:00Z,25.6,26.2,79.8,21,30.2,9.2,1387,0.24
1.27157,-78.34153,235,2006-10-01T00:00:00Z,25.8,27.8,83.6,22.4,29.3,6.9,1710,0.4
1.27157,-78.34153,235,2006-11-01T00:00:00Z,25.5,26.6,81.5,21.2,29.9,8.7,2079,0.67
1.27157,-78.34153,235,2006-12-01T00:00:00Z,25.7,27.6,83.5,21.4,30.1,8.7,3235,0.35
1.27157,-78.34153,235,2007-01-01T00:00:00Z,26.3,27.6,80.6,21.9,30.7,8.8,3136,0.78
1.27157,-78.34153,235,2007-02-01T00:00:00Z,26.3,27.7,80.9,21.8,30.9,9.1,2341,0.27
1.27157,-78.34153,235,2007-03-01T00:00:00Z,26,28.2,83.9,22.6,29.5,6.9,2759,1.18
1.27157,-78.34153,235,2007-04-01T00:00:00Z,25.8,28.4,85.5,21.7,29.9,8.2,3571,0.63
1.27157,-78.34153,235,2007-05-01T00:00:00Z,25.3,27.8,86.2,21.5,29.1,7.6,3071,0.12
1.27157,-78.34153,235,2007-06-01T00:00:00Z,24.8,27.1,86.5,20.8,28.8,8,2501,0
1.27157,-78.34153,235,2007-07-01T00:00:00Z,25.1,26,81.6,20.4,29.8,9.4,1669,0.34
1.27157,-78.34153,235,2007-08-01T00:00:00Z,24.5,24.4,79.3,19.9,29.2,9.3,3718,0.28
1.27157,-78.34153,235,2007-09-01T00:00:00Z,25.1,25.6,80.3,20.5,29.7,9.2,2438,0.52
1.27157,-78.34153,235,2007-10-01T00:00:00Z,24.4,26.3,86,20.8,28.1,7.3,4089,0.32
1.27157,-78.34153,235,2007-11-01T00:00:00Z,24.7,25.5,81.9,20.4,29,8.6,2071,1.15
1.27157,-78.34153,235,2007-12-01T00:00:00Z,24.4,26.7,87.3,20.1,28.7,8.6,3204,0.7
1.27157,-78.34153,235,2008-01-01T00:00:00Z,25.1,27,84.7,21.1,29.1,8,4581,0.74
1.27157,-78.34153,235,2008-02-01T00:00:00Z,25.4,26.7,82.3,21,29.8,8.8,3333,0.61
1.27157,-78.34153,235,2008-03-01T00:00:00Z,25.6,26.8,81.6,21.5,29.7,8.2,5164,0.62
1.27157,-78.34153,235,2008-04-01T00:00:00Z,25.6,26.5,80.7,21,30.2,9.2,6035,1.01
1.27157,-78.34153,235,2008-05-01T00:00:00Z,24.9,26.5,84.1,20.7,29.2,8.5,7496,0.39
1.27157,-78.34153,235,2008-06-01T00:00:00Z,25,26.8,84.6,20.8,29.3,8.5,1730,0.47
1.27157,-78.34153,235,2008-07-01T00:00:00Z,25,26.5,83.6,20.5,29.5,9,3616,0.94
1.27157,-78.34153,235,2008-08-01T00:00:00Z,24.9,24.6,78.1,20.3,29.6,9.3,3497,0.9
1.27157,-78.34153,235,2008-09-01T00:00:00Z,25.3,26.5,82.1,20.9,29.7,8.8,1080,0.03
1.27157,-78.34153,235,2008-10-01T00:00:00Z,25.3,26.8,83.1,21.1,29.5,8.4,1652,0.25
1.27157,-78.34153,235,2008-11-01T00:00:00Z,25.2,26.5,82.6,21.3,29.1,7.8,2407,1.45
1.27157,-78.34153,235,2008-12-01T00:00:00Z,25.1,27,84.7,21.3,28.9,7.6,3326,1.44
1.27157,-78.34153,235,2009-01-01T00:00:00Z,25.2,26.6,82.9,21.2,29.2,8,4381,0.3
1.27157,-78.34153,235,2009-02-01T00:00:00Z,25.8,26.6,80,21.2,30.4,9.2,3433,1.35
1.27157,-78.34153,235,2009-03-01T00:00:00Z,24.9,26.5,84.1,21.1,28.8,7.7,5089,0.72
1.27157,-78.34153,235,2009-04-01T00:00:00Z,26.8,28.5,80.8,22.3,31.3,9,1033,0.54
1.27157,-78.34153,235,2009-05-01T00:00:00Z,26.5,27.8,80.3,22.2,30.9,8.7,2249,0.76
1.27157,-78.34153,235,2009-06-01T00:00:00Z,26.2,27.3,80.2,21.9,30.6,8.7,2512,0.04
1.27157,-78.34153,235,2009-07-01T00:00:00Z,26.5,26.6,76.8,21.8,31.2,9.4,372,0.14
1.27157,-78.34153,235,2009-08-01T00:00:00Z,26.8,26.4,74.9,22.1,31.5,9.4,1122,0.12
1.27157,-78.34153,235,2009-09-01T00:00:00Z,26.8,26.9,76.3,22.2,31.5,9.3,1409,0.15
1.27157,-78.34153,235,2009-10-01T00:00:00Z,26.6,27.2,78.1,21.9,31.3,9.4,1509,0.16
1.27157,-78.34153,235,2009-11-01T00:00:00Z,26.6,27.5,78.9,22.2,31,8.8,1410,0.65
